ID,False_ID,LON,LAT,Species_Na,Family,Vegetation,Life_Form,No_of_Indi
8841,1-And-608,92.42000365,10.60898788,Barringtonia asiatica,Lecithydaceae,Littoral Swamp,T,15
8849,1-And-608,92.42000365,10.60898788,Barringtonia asiatica,Lecithydaceae,Littoral Swamp,T,10
8966,1-And-612,92.46378793,10.85941388,Barringtonia asiatica,Lecithydaceae,Littoral Swamp,T,1
8977,1-And-612,92.46378793,10.85941388,Barringtonia asiatica,Lecithydaceae,Littoral Swamp,T,8
9165,1-And-617,92.59197456,10.67945188,Barringtonia asiatica,Lecithydaceae,Littoral Swamp,T,1
58590,1-Nic-41,93.91160813,7.032627214,Barringtonia pendula,Barringtoniaceae,Littoral Swamp,T,1
59379,1-Nic-520,93.85222222,6.818277778,Barringtonia pendula,Lecithydaceae,Littoral Swamp,T,1
59541,1-Nic-56,93.64582756,7.121034961,Barringtonia pendula,Lecithydaceae,Littoral Swamp,T,1
59493,1-Nic-54,93.33388889,7.948111111,Barringtonia pendula,Lecithydaceae,Rhizophora,T,1
59501,1-Nic-54,93.33388889,7.948111111,Barringtonia pendula,Lecithydaceae,Rhizophora,T,1
808,1-And-127,93.04662982,11.83894308,Barringtonia racemosa,Barringtoniaceae,Rhizophora,T,1
59618,1-Nic-8,93.51222222,8.036083333,Barringtonia racemosa,Barringtoniaceae,Rhizophora,T,1
59500,1-Nic-54,93.33388889,7.948111111,Bauhinia stipularis,Caesalpiniaceae,Rhizophora,C,1
5419,1-And-39,93.86184804,6.81914054,Bischofia javanica,Euphorbiaceae,Rhizophora,T,1
59557,1-Nic-56,93.64582756,7.121034961,Blumeodendron kurzii,Euphorbiaceae,Littoral Swamp,T,3
8712,1-And-603,92.54334435,10.53684878,Bombax insigne,Bombacaceae,Littoral Swamp,T,1
8761,1-And-605,92.4870165,10.51861259,Bombax insigne,Bombacaceae,Littoral Swamp,T,1
7898,1-And-531,92.79564025,12.90798919,Bombax insigne,Bombacaceae,Mangrove,T,1
770,1-And-126,93.04730429,11.83915955,Bombax insigne,Bombacaceae,Rhizophora,T,1
58605,1-Nic-42,93.91141369,7.032599437,Bouea oppositifolia,Anacardiaceae,Littoral Swamp,T,1
58628,1-Nic-42,93.91141369,7.032599437,Bouea oppositifolia,Anacardiaceae,Littoral Swamp,T,1
59380,1-Nic-520,93.85222222,6.818277778,Bouea oppositifolia,Anacardiaceae,Littoral Swamp,T,1
59395,1-Nic-520,93.85222222,6.818277778,Bouea oppositifolia,Anacardiaceae,Littoral Swamp,T,1
59558,1-Nic-56,93.64582756,7.121034961,Bouea oppositifolia,Anacardiaceae,Littoral Swamp,T,3
5327,1-And-386,92.724,12.10219444,Bouea oppositifolia,Anacardiaceae,Mangrove,T,1
4350,1-And-343,92.62808459,11.43994305,Bouea oppositifolia,Anacardiaceae,Rhizophora,T,1
4961,1-And-37,93.83938545,6.770145774,Bouea oppositifolia,Anacardiaceae,Rhizophora,T,1
10338,1-And-71,92.75241667,12.24408333,Bouea oppositifolia,Anacardiaceae,Rhizophora,T,1
59627,1-Nic-8,93.51222222,8.036083333,Breynia racemosa,Boraginaceae,Rhizophora,S,1
8699,1-And-603,92.54334435,10.53684878,Breynia retusa,Euphorbiaceae,Littoral Swamp,T,1
8719,1-And-603,92.54334435,10.53684878,Breynia vitis-idaea,Euphorbiaceae,Littoral Swamp,S,4
59408,1-Nic-520,93.85222222,6.818277778,Bridelia cinnamomea,Euphorbiaceae,Littoral Swamp,C,1
58858,1-Nic-502,93.86255556,6.816388889,Bridelia ovata,Euphorbiaceae,Littoral Swamp,T,1
58519,1-Nic-37,93.83938545,6.770145774,Bridelia ovata,Euphorbiaceae,Lowland swamp,T,1
58520,1-Nic-37,93.83938545,6.770145774,Bridelia tomentosa,Euphorbiaceae,Lowland swamp,S,1
2947,1-And-27,92.81229143,12.12951578,Bruguiera parviflora,Rhizophoraceae,Mangrove,T,1
2960,1-And-271,92.90600318,12.47295168,Bruguiera parviflora,Rhizophoraceae,Mangrove,T,1
3373,1-And-293,93.08669305,12.24518081,Bruguiera parviflora,Rhizophoraceae,Mangrove,T,1
3377,1-And-294,92.78981826,12.32293373,Bruguiera parviflora,Rhizophoraceae,Mangrove,T,1
59532,1-Nic-55,92.78252778,12.25444444,Bulbophyllum flabellum-veneris,Orchidaceae,Syzigium swamp,H,1
59639,1-Nic-8,93.51222222,8.036083333,Caesalpinia bonduc,Caesalpiniaceae,Rhizophora,C,1
58598,1-Nic-41,93.91160813,7.032627214,Caesalpinia crista,Caesalpiniaceae,Littoral Swamp,C,1
59569,1-Nic-56,93.64582756,7.121034961,Caesalpinia crista,Caesalpiniaceae,Littoral Swamp,C,1
58670,1-Nic-43,93.90684509,7.02976304,Caesalpinia crista,Caesalpiniaceae,Lowland swamp,C,1
3094,1-And-28,92.81527204,12.13209656,Caesalpinia crista,Caesalpiniaceae,Rhizophora,C,10
3093,1-And-28,92.81527204,12.13209656,Caesalpinia crista,Fabaceae,Rhizophora,C,5
59533,1-Nic-55,92.78252778,12.25444444,Caesalpinia crista,Caesalpiniaceae,Syzigium swamp,C,2
10013,1-And-638,92.46770231,10.53464675,Caesalpinia jayabo,Caesalpiniaceae,Littoral Swamp,S,5
8867,1-And-609,92.38872222,10.78155556,Caesalpinia jayabo,Caesalpiniaceae,Mangrove,S,4
3090,1-And-28,92.81527204,12.13209656,Caesalpinia jayabo,Caesalpiniaceae,Rhizophora,S,5
8958,1-And-611,92.39313889,10.77886111,Caesalpinia jayabo,Caesalpiniaceae,Rhizophora,S,8
8850,1-And-608,92.42000365,10.60898788,Calamus andamanicus,Arecaceae,Littoral Swamp,C,3
8851,1-And-608,92.42000365,10.60898788,Calamus andamanicus,Arecaceae,Littoral Swamp,C,3
8742,1-And-604,92.53820467,10.53271642,Calamus andamanicus,Arecaceae,Littoral Swamp,C,2
8768,1-And-605,92.4870165,10.51861259,Calamus andamanicus,Arecaceae,Littoral Swamp,C,2
8789,1-And-606,92.50716667,10.51374617,Calamus andamanicus,Arecaceae,Littoral Swamp,C,30
8794,1-And-606,92.50716667,10.51374617,Calamus andamanicus,Arecaceae,Littoral Swamp,C,2
8827,1-And-608,92.42000365,10.60898788,Calamus andamanicus,Arecaceae,Littoral Swamp,C,1
800,1-And-126,93.04730429,11.83915955,Calamus andamanicus,Arecaceae,Rhizophora,C,6
4360,1-And-343,92.62808459,11.43994305,Calamus andamanicus,Arecaceae,Rhizophora,C,1
4988,1-And-37,93.83938545,6.770145774,Calamus andamanicus,Arecaceae,Rhizophora,C,4
5443,1-And-39,93.86184804,6.81914054,Calamus andamanicus,Arecaceae,Rhizophora,C,7
59625,1-Nic-8,93.51222222,8.036083333,Calamus andamanicus,Arecaceae,Rhizophora,C,12
58591,1-Nic-41,93.91160813,7.032627214,Calamus dilaceratus,Arecaceae,Littoral Swamp,C,6
58625,1-Nic-42,93.91141369,7.032599437,Calamus dilaceratus,Arecaceae,Littoral Swamp,C,5
59549,1-Nic-56,93.64582756,7.121034961,Calamus dilaceratus,Arecaceae,Littoral Swamp,C,2
5341,1-And-386,92.724,12.10219444,Calamus longisetus,Arecaceae,Mangrove,C,1
3905,1-And-321,92.59138889,11.56805556,Calamus longisetus,Arecaceae,Rhizophora,C,1
59550,1-Nic-56,93.64582756,7.121034961,Calamus nicobaricus,Arecaceae,Littoral Swamp,C,1
5010,1-And-371,92.73314547,11.69898553,Calamus palustris,Arecaceae,Avicennia,T,3
59392,1-Nic-520,93.85222222,6.818277778,Calamus palustris,Arecaceae,Littoral Swamp,T,3
59551,1-Nic-56,93.64582756,7.121034961,Calamus palustris,Arecaceae,Littoral Swamp,T,7
1677,1-And-221,92.85019444,12.86419444,Calamus palustris,Arecaceae,Mangrove,T,1
4435,1-And-348,92.64855556,11.644,Calamus palustris,Arecaceae,Mangrove,T,1
518,1-And-118,93.05612671,11.84197222,Calamus palustris,Arecaceae,Rhizophora,T,5
529,1-And-118,93.05612671,11.84197222,Calamus palustris,Arecaceae,Rhizophora,T,5
59517,1-Nic-55,92.78252778,12.25444444,Calamus palustris,Arecaceae,Syzigium swamp,T,1
58642,1-Nic-42,93.91141369,7.032599437,Calamus pseudorivalis,Arecaceae,Littoral Swamp,C,1
59409,1-Nic-520,93.85222222,6.818277778,Calamus pseudorivalis,Arecaceae,Littoral Swamp,C,6
59570,1-Nic-56,93.64582756,7.121034961,Calamus pseudorivalis,Arecaceae,Littoral Swamp,C,4
3350,1-And-29,92.80900556,12.13426635,Calamus pseudorivalis,Arecaceae,Mangrove,C,2
519,1-And-118,93.05612671,11.84197222,Calamus pseudorivalis,Arecaceae,Rhizophora,C,8
786,1-And-126,93.04730429,11.83915955,Calamus pseudorivalis,Arecaceae,Rhizophora,C,6
3874,1-And-320,92.59136111,11.56811111,Calamus pseudorivalis,Arecaceae,Rhizophora,C,14
4981,1-And-37,93.83938545,6.770145774,Calamus pseudorivalis,Arecaceae,Rhizophora,C,3
5438,1-And-39,93.86184804,6.81914054,Calamus pseudorivalis,Arecaceae,Rhizophora,C,7
5011,1-And-371,92.73314547,11.69898553,Calamus viminalis,Arecaceae,Avicennia,S,2
58592,1-Nic-41,93.91160813,7.032627214,Calamus viminalis,Arecaceae,Littoral Swamp,S,5
58626,1-Nic-42,93.91141369,7.032599437,Calamus viminalis,Arecaceae,Littoral Swamp,S,4
3897,1-And-321,92.59138889,11.56805556,Calamus viminalis,Arecaceae,Rhizophora,S,2
3906,1-And-321,92.59138889,11.56805556,Calamus viminalis,Arecaceae,Rhizophora,S,6
4351,1-And-343,92.62808459,11.43994305,Calamus viminalis,Arecaceae,Rhizophora,S,2
8639,1-And-601,92.57286111,10.80094665,Calophyllum inophyllum,Clusiaceae,Littoral Swamp,T,1
8754,1-And-605,92.4870165,10.51861259,Calophyllum inophyllum,Clusiaceae,Littoral Swamp,T,1
8828,1-And-608,92.42000365,10.60898788,Calophyllum inophyllum,Clusiaceae,Littoral Swamp,T,1
8842,1-And-608,92.42000365,10.60898788,Calophyllum inophyllum,Clusiaceae,Littoral Swamp,T,3
8852,1-And-608,92.42000365,10.60898788,Calophyllum inophyllum,Clusiaceae,Littoral Swamp,T,2
8967,1-And-612,92.46378793,10.85941388,Calophyllum inophyllum,Clusiaceae,Littoral Swamp,T,1
8978,1-And-612,92.46378793,10.85941388,Calophyllum inophyllum,Clusiaceae,Littoral Swamp,T,150
8984,1-And-612,92.46378793,10.85941388,Calophyllum inophyllum,Clusiaceae,Littoral Swamp,T,10
9166,1-And-617,92.59197456,10.67945188,Calophyllum inophyllum,Clusiaceae,Littoral Swamp,T,1
9187,1-And-617,92.59197456,10.67945188,Calophyllum inophyllum,Clusiaceae,Littoral Swamp,T,14
58606,1-Nic-42,93.91141369,7.032599437,Calophyllum inophyllum,Clusiaceae,Littoral Swamp,T,1
58529,1-Nic-37,93.83938545,6.770145774,Calophyllum inophyllum,Clusiaceae,Lowland swamp,T,4
58659,1-Nic-43,93.90684509,7.02976304,Calophyllum inophyllum,Clusiaceae,Lowland swamp,T,2
4540,1-And-355,92.61352778,11.69780556,Calophyllum inophyllum,Clusiaceae,Mangrove,T,1
520,1-And-118,93.05612671,11.84197222,Calophyllum inophyllum,Clusiaceae,Rhizophora,T,1
787,1-And-126,93.04730429,11.83915955,Calophyllum inophyllum,Clusiaceae,Rhizophora,T,7
3091,1-And-28,92.81527204,12.13209656,Calophyllum inophyllum,Clusiaceae,Rhizophora,T,3
8700,1-And-603,92.54334435,10.53684878,Calophyllum soualattri,Clusiaceae,Littoral Swamp,T,1
4410,1-And-348,92.64855556,11.644,Canarium euphyllum,Burseraceae,Mangrove,T,1
7899,1-And-531,92.79564025,12.90798919,Canarium euphyllum,Burseraceae,Mangrove,T,1
3884,1-And-321,92.59138889,11.56805556,Canarium euphyllum,Burseraceae,Rhizophora,T,1
4962,1-And-37,93.83938545,6.770145774,Canarium euphyllum,Burseraceae,Rhizophora,T,1
9999,1-And-638,92.46770231,10.53464675,Canarium strictum,Burseraceae,Littoral Swamp,T,1
58643,1-Nic-42,93.91141369,7.032599437,Canthium glabrum,Rubiaceae,Littoral Swamp,T,20
5001,1-And-371,92.73314547,11.69898553,Carex cryptostachys,Cyperaceae,Avicennia,H,5
3634,1-And-31,92.80278045,12.13192262,Carex cryptostachys,Cyperaceae,Mangrove,H,1
5428,1-And-39,93.86184804,6.81914054,Carex cryptostachys,Cyperaceae,Rhizophora,H,29
8640,1-And-601,92.57286111,10.80094665,Caryota mitis,Arecaceae,Littoral Swamp,T,1
9167,1-And-617,92.59197456,10.67945188,Caryota mitis,Arecaceae,Littoral Swamp,T,1
58629,1-Nic-42,93.91141369,7.032599437,Caryota mitis,Arecaceae,Littoral Swamp,T,1
1623,1-And-219,92.87647222,12.88469444,Caryota mitis,Arecaceae,Mangrove,T,1
4436,1-And-348,92.64855556,11.644,Caryota mitis,Arecaceae,Mangrove,T,4
4441,1-And-348,92.64855556,11.644,Caryota mitis,Arecaceae,Mangrove,T,6
4553,1-And-355,92.61352778,11.69780556,Caryota mitis,Arecaceae,Mangrove,T,1
5342,1-And-386,92.724,12.10219444,Caryota mitis,Arecaceae,Mangrove,T,1
788,1-And-126,93.04730429,11.83915955,Caryota mitis,Arecaceae,Rhizophora,T,6
801,1-And-126,93.04730429,11.83915955,Caryota mitis,Arecaceae,Rhizophora,T,6
3875,1-And-320,92.59136111,11.56811111,Caryota mitis,Arecaceae,Rhizophora,T,4
3898,1-And-321,92.59138889,11.56805556,Caryota mitis,Arecaceae,Rhizophora,T,9
4352,1-And-343,92.62808459,11.43994305,Caryota mitis,Arecaceae,Rhizophora,T,1
10357,1-And-71,92.75241667,12.24408333,Caryota mitis,Arecaceae,Rhizophora,T,6
8941,1-And-611,92.39313889,10.77886111,Casuarina equisetifolia,Casurinaceae,Rhizophora,T,1
8952,1-And-611,92.39313889,10.77886111,Casuarina equisetifolia,Casurinaceae,Rhizophora,T,5
4011,1-And-328,92.53766667,11.58425,Cayratia japonica,Vitaceae,Rhizophora,C,1
8722,1-And-603,92.54334435,10.53684878,Celtis philippensis,Ulmaceae,Littoral Swamp,T,6
8728,1-And-604,92.53820467,10.53271642,Celtis philippensis,Ulmaceae,Littoral Swamp,T,1
7900,1-And-531,92.79564025,12.90798919,Celtis philippensis,Ulmaceae,Mangrove,T,1
58671,1-Nic-43,93.90684509,7.02976304,Celtis timorensis,Ulmaceae,Lowland swamp,T,1
4411,1-And-348,92.64855556,11.644,Celtis timorensis,Ulmaceae,Mangrove,T,1
4541,1-And-355,92.61352778,11.69780556,Celtis timorensis,Ulmaceae,Mangrove,T,1
4554,1-And-355,92.61352778,11.69780556,Celtis timorensis,Ulmaceae,Mangrove,T,1
5328,1-And-386,92.724,12.10219444,Celtis timorensis,Ulmaceae,Mangrove,T,1
4444,1-And-348,92.64855556,11.644,Celtis timorensis,Urticaceae,Mangrove,T,4
501,1-And-118,93.05612671,11.84197222,Celtis timorensis,Ulmaceae,Rhizophora,T,1
521,1-And-118,93.05612671,11.84197222,Celtis timorensis,Ulmaceae,Rhizophora,T,4
789,1-And-126,93.04730429,11.83915955,Celtis timorensis,Ulmaceae,Rhizophora,T,3
3885,1-And-321,92.59138889,11.56805556,Celtis timorensis,Ulmaceae,Rhizophora,T,1
10339,1-And-71,92.75241667,12.24408333,Celtis timorensis,Ulmaceae,Rhizophora,T,1
59640,1-Nic-8,93.51222222,8.036083333,Celtis timorensis,Ulmaceae,Rhizophora,T,2
59534,1-Nic-55,92.78252778,12.25444444,Celtis timorensis,Ulmaceae,Syzigium swamp,T,2
3635,1-And-31,92.80278045,12.13192262,Centella asiatica,Apiaceae,Mangrove,H,1
5429,1-And-39,93.86184804,6.81914054,Centella asiatica,Apiaceae,Rhizophora,H,1
59510,1-Nic-55,92.78252778,12.25444444,Cerbera manghas,Apocynaceae,Syzigium swamp,T,1
8641,1-And-601,92.57286111,10.80094665,Cerbera odollam,Apocynaceae,Littoral Swamp,T,1
8755,1-And-605,92.4870165,10.51861259,Cerbera odollam,Apocynaceae,Littoral Swamp,T,1
8775,1-And-605,92.4870165,10.51861259,Cerbera odollam,Apocynaceae,Littoral Swamp,T,12
9188,1-And-617,92.59197456,10.67945188,Cerbera odollam,Apocynaceae,Littoral Swamp,T,4
