ID,False_ID,Island,LON,LAT,Species_Na,Family,Vegetation,Life_Form,No_of_Indi
121,1-And-103,Andaman,92.9433,12.0035,Kyllinga nemoralis,Cyperaceae,Andaman tropical evergreen,H,3
116,1-And-103,Andaman,92.9433,12.0035,Dipterocarpus grandiflorus,Dipterocarpaceae,Andaman tropical evergreen,T,1
117,1-And-103,Andaman,92.9433,12.0035,Dipterocarpus turbinatus,Dipterocarpaceae,Andaman tropical evergreen,T,1
129,1-And-103,Andaman,92.9433,12.0035,Dipterocarpus turbinatus,Dipterocarpaceae,Andaman tropical evergreen,T,6
119,1-And-103,Andaman,92.9433,12.0035,Macaranga peltata,Euphorbiaceae,Andaman tropical evergreen,T,1
132,1-And-103,Andaman,92.9433,12.0035,Leea indica,Leeaceae,Andaman tropical evergreen,S,6
138,1-And-103,Andaman,92.9433,12.0035,Leea guineense,Leeaceae,Andaman tropical evergreen,T,6
112,1-And-103,Andaman,92.9433,12.0035,Aglaia lawii,Meliaceae,Andaman tropical evergreen,T,1
123,1-And-103,Andaman,92.9433,12.0035,Aglaia lawii,Meliaceae,Andaman tropical evergreen,T,14
125,1-And-103,Andaman,92.9433,12.0035,Aglaia spectabilis,Meliaceae,Andaman tropical evergreen,T,3
140,1-And-103,Andaman,92.9433,12.0035,Aglaia spectabilis,Meliaceae,Andaman tropical evergreen,T,8
114,1-And-103,Andaman,92.9433,12.0035,Artocarpus gomezianus,Moraceae,Andaman tropical evergreen,T,1
126,1-And-103,Andaman,92.9433,12.0035,Artocarpus gomezianus,Moraceae,Andaman tropical evergreen,T,2
135,1-And-103,Andaman,92.9433,12.0035,Phyllochlamys spinosa,Moraceae,Andaman tropical evergreen,S,2
141,1-And-103,Andaman,92.9433,12.0035,Antiaris toxicaria,Moraceae,Andaman tropical evergreen,T,4
143,1-And-103,Andaman,92.9433,12.0035,Syzygium andamanicum,Myrtaceae,Andaman tropical evergreen,T,4
120,1-And-103,Andaman,92.9433,12.0035,Freycinetia insignis,Pandanaceae,Andaman tropical evergreen,C,4
134,1-And-103,Andaman,92.9433,12.0035,Pandanus tectorius,Pandanaceae,Andaman tropical evergreen,T,4
122,1-And-103,Andaman,92.9433,12.0035,Oplismenus compositus,Poaceae,Andaman tropical evergreen,H,12
115,1-And-103,Andaman,92.9433,12.0035,Merope angulata,Rutaceae,Andaman tropical evergreen,S,1
127,1-And-103,Andaman,92.9433,12.0035,Atalantia monophylla,Rutaceae,Andaman tropical evergreen,T,3
133,1-And-103,Andaman,92.9433,12.0035,Murraya koenigii,Rutaceae,Andaman tropical evergreen,T,3
118,1-And-103,Andaman,92.9433,12.0035,Ganophyllum falcatum,Sapindaceae,Andaman tropical evergreen,T,1
131,1-And-103,Andaman,92.9433,12.0035,Ganophyllum falcatum,Sapindaceae,Andaman tropical evergreen,T,11
142,1-And-103,Andaman,92.9433,12.0035,Sterculia villosa,Sterculiaceae,Andaman tropical evergreen,T,2
166,1-And-104,Andaman,92.9375,12.0048,Dracaena spicata,Agavaceae,Andaman tropical evergreen,T,2
180,1-And-104,Andaman,92.9375,12.0048,Dracaena angustifolia,Agavaceae,Andaman tropical evergreen,S,4
154,1-And-104,Andaman,92.9375,12.0048,Saccopetalum tectonum,Annonaceae,Andaman tropical evergreen,T,1
145,1-And-104,Andaman,92.9375,12.0048,Alstonia kurzii,Apocynaceae,Andaman tropical evergreen,T,1
163,1-And-104,Andaman,92.9375,12.0048,Carissa spinarum,Apocynaceae,Andaman tropical evergreen,T,1
162,1-And-104,Andaman,92.9375,12.0048,Calamus palustris,Arecaceae,Andaman tropical evergreen,T,7
168,1-And-104,Andaman,92.9375,12.0048,Korthalsia laciniosa,Arecaceae,Andaman tropical evergreen,S,3
170,1-And-104,Andaman,92.9375,12.0048,Pinanga coronata,Arecaceae,Andaman tropical evergreen,T,5
176,1-And-104,Andaman,92.9375,12.0048,Calamus palustris,Arecaceae,Andaman tropical evergreen,T,7
177,1-And-104,Andaman,92.9375,12.0048,Calamus viminalis,Arecaceae,Andaman tropical evergreen,S,3
178,1-And-104,Andaman,92.9375,12.0048,Pinanga coronata,Arecaceae,Andaman tropical evergreen,T,5
156,1-And-104,Andaman,92.9375,12.0048,Kyllinga nemoralis,Cyperaceae,Andaman tropical evergreen,H,5
148,1-And-104,Andaman,92.9375,12.0048,Diospyros marmorata,Ebenaceae,Andaman tropical evergreen,T,1
147,1-And-104,Andaman,92.9375,12.0048,Pongamia pinnata,Fabaceae,Andaman tropical evergreen,T,1
165,1-And-104,Andaman,92.9375,12.0048,Derris elliptica,Fabaceae,Andaman tropical evergreen,C,4
150,1-And-104,Andaman,92.9375,12.0048,Lagerstroemia hypoleuca,Lythraceae,Andaman tropical evergreen,T,1
158,1-And-104,Andaman,92.9375,12.0048,Phrynium pubinerve,Marantaceae,Andaman tropical evergreen,H,2
144,1-And-104,Andaman,92.9375,12.0048,Aglaia lawii,Meliaceae,Andaman tropical evergreen,T,1
159,1-And-104,Andaman,92.9375,12.0048,Aglaia lawii,Meliaceae,Andaman tropical evergreen,T,10
160,1-And-104,Andaman,92.9375,12.0048,Aglaia spectabilis,Meliaceae,Andaman tropical evergreen,T,5
179,1-And-104,Andaman,92.9375,12.0048,Aglaia lawii,Meliaceae,Andaman tropical evergreen,T,2
149,1-And-104,Andaman,92.9375,12.0048,Ficus hispida,Moraceae,Andaman tropical evergreen,T,1
169,1-And-104,Andaman,92.9375,12.0048,Phyllochlamys spinosa,Moraceae,Andaman tropical evergreen,S,2
174,1-And-104,Andaman,92.9375,12.0048,Syzygium samarangense,Myrtaceae,Andaman tropical evergreen,T,5
157,1-And-104,Andaman,92.9375,12.0048,Oplismenus compositus,Poaceae,Andaman tropical evergreen,H,3
161,1-And-104,Andaman,92.9375,12.0048,Atalantia monophylla,Rutaceae,Andaman tropical evergreen,T,8
167,1-And-104,Andaman,92.9375,12.0048,Ganophyllum falcatum,Sapindaceae,Andaman tropical evergreen,T,2
181,1-And-104,Andaman,92.9375,12.0048,Pometia pinnata,Sapindaceae,Andaman tropical evergreen,T,2
151,1-And-104,Andaman,92.9375,12.0048,Mimusops elengi,Sapotaceae,Andaman tropical evergreen,T,1
152,1-And-104,Andaman,92.9375,12.0048,Planchonella longipetiolata,Sapotaceae,Andaman tropical evergreen,T,1
171,1-And-104,Andaman,92.9375,12.0048,Planchonella longipetiolata,Sapotaceae,Andaman tropical evergreen,T,3
153,1-And-104,Andaman,92.9375,12.0048,Pterospermum acerifolium,Sterculiaceae,Andaman tropical evergreen,T,1
155,1-And-104,Andaman,92.9375,12.0048,Sterculia villosa,Sterculiaceae,Andaman tropical evergreen,T,1
172,1-And-104,Andaman,92.9375,12.0048,Pterospermum acerifolium,Sterculiaceae,Andaman tropical evergreen,T,6
173,1-And-104,Andaman,92.9375,12.0048,Sterculia villosa,Sterculiaceae,Andaman tropical evergreen,T,8
182,1-And-104,Andaman,92.9375,12.0048,Sterculia villosa,Sterculiaceae,Andaman tropical evergreen,T,4
146,1-And-104,Andaman,92.9375,12.0048,Celtis timorensis,Ulmaceae,Andaman tropical evergreen,T,1
164,1-And-104,Andaman,92.9375,12.0048,Celtis timorensis,Ulmaceae,Andaman tropical evergreen,T,2
175,1-And-104,Andaman,92.9375,12.0048,Trema cannabina,Ulmaceae,Andaman tropical evergreen,T,2
183,1-And-105,Andaman,92.9460,12.0043,Ceriops tagal,Rhizophoraceae,Andaman tropical evergreen,T,1
184,1-And-105,Andaman,92.9460,12.0043,Rhizophora apiculata,Rhizophoraceae,Andaman tropical evergreen,T,1
217,1-And-106,Andaman,92.9656,12.0307,Spondias pinnata,Anacardiaceae,Degraded forest,T,2
220,1-And-106,Andaman,92.9656,12.0307,Tabernaemontana alternifolia,Apocynaceae,Degraded forest,T,2
206,1-And-106,Andaman,92.9656,12.0307,Calamus viminalis,Arecaceae,Degraded forest,S,3
214,1-And-106,Andaman,92.9656,12.0307,Korthalsia laciniosa,Arecaceae,Degraded forest,S,5
221,1-And-106,Andaman,92.9656,12.0307,Calamus viminalis,Arecaceae,Degraded forest,S,3
222,1-And-106,Andaman,92.9656,12.0307,Korthalsia laciniosa,Arecaceae,Degraded forest,S,5
208,1-And-106,Andaman,92.9656,12.0307,Canarium euphyllum,Burseraceae,Degraded forest,T,3
191,1-And-106,Andaman,92.9656,12.0307,Garcinia cowa,Clusiaceae,Degraded forest,T,1
207,1-And-106,Andaman,92.9656,12.0307,Calophyllum inophyllum,Clusiaceae,Degraded forest,T,2
198,1-And-106,Andaman,92.9656,12.0307,Terminalia catappa,Combretaceae,Degraded forest,T,1
189,1-And-106,Andaman,92.9656,12.0307,Dipterocarpus grandiflorus,Dipterocarpaceae,Degraded forest,T,1
212,1-And-106,Andaman,92.9656,12.0307,Dipterocarpus turbinatus,Dipterocarpaceae,Degraded forest,T,2
188,1-And-106,Andaman,92.9656,12.0307,Diospyros variegata,Ebenaceae,Degraded forest,T,1
211,1-And-106,Andaman,92.9656,12.0307,Diospyros pyrrhocarpa,Ebenaceae,Degraded forest,T,1
205,1-And-106,Andaman,92.9656,12.0307,Baccaurea ramiflora,Euphorbiaceae,Degraded forest,T,2
187,1-And-106,Andaman,92.9656,12.0307,Pongamia pinnata,Fabaceae,Degraded forest,T,1
210,1-And-106,Andaman,92.9656,12.0307,Derris elliptica,Fabaceae,Degraded forest,C,26
202,1-And-106,Andaman,92.9656,12.0307,Aglaia lawii,Meliaceae,Degraded forest,T,5
203,1-And-106,Andaman,92.9656,12.0307,Aglaia spectabilis,Meliaceae,Degraded forest,T,3
192,1-And-106,Andaman,92.9656,12.0307,Knema andamanica,Myristicaceae,Degraded forest,T,1
193,1-And-106,Andaman,92.9656,12.0307,Myristica andamanica,Myristicaceae,Degraded forest,T,1
197,1-And-106,Andaman,92.9656,12.0307,Syzygium cumini,Myrtaceae,Degraded forest,T,1
219,1-And-106,Andaman,92.9656,12.0307,Syzygium samarangense,Myrtaceae,Degraded forest,T,6
186,1-And-106,Andaman,92.9656,12.0307,Champereia manillana,Opilacaceae,Degraded forest,S,1
200,1-And-106,Andaman,92.9656,12.0307,Geodorum laxiflorum,Orchidaceae,Degraded forest,H,2
194,1-And-106,Andaman,92.9656,12.0307,Pandanus tectorius,Pandanaceae,Degraded forest,T,1
199,1-And-106,Andaman,92.9656,12.0307,Freycinetia insignis,Pandanaceae,Degraded forest,C,5
215,1-And-106,Andaman,92.9656,12.0307,Pandanus tectorius,Pandanaceae,Degraded forest,T,7
201,1-And-106,Andaman,92.9656,12.0307,Oplismenus compositus,Poaceae,Degraded forest,H,5
204,1-And-106,Andaman,92.9656,12.0307,Atalantia monophylla,Rutaceae,Degraded forest,T,5
223,1-And-106,Andaman,92.9656,12.0307,Atalantia monophylla,Rutaceae,Degraded forest,T,16
190,1-And-106,Andaman,92.9656,12.0307,Ganophyllum falcatum,Sapindaceae,Degraded forest,T,1
213,1-And-106,Andaman,92.9656,12.0307,Ganophyllum falcatum,Sapindaceae,Degraded forest,T,3
195,1-And-106,Andaman,92.9656,12.0307,Planchonella longipetiolata,Sapotaceae,Degraded forest,T,1
216,1-And-106,Andaman,92.9656,12.0307,Planchonella longipetiolata,Sapotaceae,Degraded forest,T,2
196,1-And-106,Andaman,92.9656,12.0307,Sterculia villosa,Sterculiaceae,Degraded forest,T,1
218,1-And-106,Andaman,92.9656,12.0307,Sterculia villosa,Sterculiaceae,Degraded forest,T,12
185,1-And-106,Andaman,92.9656,12.0307,Celtis timorensis,Ulmaceae,Degraded forest,T,1
209,1-And-106,Andaman,92.9656,12.0307,Celtis timorensis,Ulmaceae,Degraded forest,T,5
226,1-And-107,Andaman,92.9658,12.0344,Excoecaria agallocha,Euphorbiaceae,Degraded forest,T,1
225,1-And-107,Andaman,92.9658,12.0344,Pongamia pinnata,Fabaceae,Degraded forest,T,1
229,1-And-107,Andaman,92.9658,12.0344,Geodorum laxiflorum,Orchidaceae,Degraded forest,H,10
224,1-And-107,Andaman,92.9658,12.0344,Ceriops tagal,Rhizophoraceae,Degraded forest,T,1
228,1-And-107,Andaman,92.9658,12.0344,Rhizophora apiculata,Rhizophoraceae,Degraded forest,T,1
227,1-And-107,Andaman,92.9658,12.0344,Heritiera littoralis,Sterculiaceae,Degraded forest,T,1
230,1-And-107,Andaman,92.9658,12.0344,Globba marantina,Zingiberaceae,Degraded forest,H,2
237,1-And-108,Andaman,93.0438,12.1260,Dracaena spicata,Agavaceae,Andaman tropical evergreen,T,1
232,1-And-108,Andaman,93.0438,12.1260,Alstonia kurzii,Apocynaceae,Andaman tropical evergreen,T,1
247,1-And-108,Andaman,93.0438,12.1260,Calamus palustris,Arecaceae,Andaman tropical evergreen,T,4
251,1-And-108,Andaman,93.0438,12.1260,Calamus palustris,Arecaceae,Andaman tropical evergreen,T,4
235,1-And-108,Andaman,93.0438,12.1260,Diospyros crumenata,Ebenaceae,Andaman tropical evergreen,T,1
236,1-And-108,Andaman,93.0438,12.1260,Diospyros pyrrhocarpa,Ebenaceae,Andaman tropical evergreen,T,1
241,1-And-108,Andaman,93.0438,12.1260,Macaranga peltata,Euphorbiaceae,Andaman tropical evergreen,T,1
240,1-And-108,Andaman,93.0438,12.1260,Lagerstroemia hypoleuca,Lythraceae,Andaman tropical evergreen,T,1
231,1-And-108,Andaman,93.0438,12.1260,Aglaia lawii,Meliaceae,Andaman tropical evergreen,T,1
245,1-And-108,Andaman,93.0438,12.1260,Aglaia lawii,Meliaceae,Andaman tropical evergreen,T,8
246,1-And-108,Andaman,93.0438,12.1260,Aglaia spectabilis,Meliaceae,Andaman tropical evergreen,T,2
252,1-And-108,Andaman,93.0438,12.1260,Aglaia lawii,Meliaceae,Andaman tropical evergreen,T,6
238,1-And-108,Andaman,93.0438,12.1260,Ficus hispida,Moraceae,Andaman tropical evergreen,T,1
244,1-And-108,Andaman,93.0438,12.1260,Streblus taxoides,Moraceae,Andaman tropical evergreen,T,1
242,1-And-108,Andaman,93.0438,12.1260,Myristica andamanica,Myristicaceae,Andaman tropical evergreen,T,1
250,1-And-108,Andaman,93.0438,12.1260,Syzygium samarangense,Myrtaceae,Andaman tropical evergreen,T,1
234,1-And-108,Andaman,93.0438,12.1260,Champereia manillana,Opilacaceae,Andaman tropical evergreen,S,1
239,1-And-108,Andaman,93.0438,12.1260,Ganophyllum falcatum,Sapindaceae,Andaman tropical evergreen,T,1
