ID,False_ID,LON,LAT,Species_Na,Family,Vegetation,Life_Form,No_of_Indi
59540,1-Nic-56,93.64582756000,7.12103496100,Aglaia lawii,Meliaceae,Littoral Swamp,T,1
5324,1-And-386,92.72400000000,12.10219444000,Aglaia lawii,Meliaceae,Mangrove,T,1
5347,1-And-386,92.72400000000,12.10219444000,Aglaia lawii,Meliaceae,Mangrove,T,4
517,1-And-118,93.05612671000,11.84197222000,Aglaia lawii,Meliaceae,Rhizophora,T,1
3846,1-And-317,92.54945387000,11.56176990000,Aglaia lawii,Meliaceae,Rhizophora,T,4
3998,1-And-328,92.53766667000,11.58425000000,Aglaia lawii,Meliaceae,Rhizophora,T,1
4016,1-And-328,92.53766667000,11.58425000000,Aglaia lawii,Meliaceae,Rhizophora,T,6
4712,1-And-36,92.76055556000,12.15152778000,Aglaia lawii,Meliaceae,Rhizophora,T,4
4960,1-And-37,93.83938545000,6.77014577400,Aglaia lawii,Meliaceae,Rhizophora,T,1
10351,1-And-71,92.75241667000,12.24408333000,Aglaia lawii,Meliaceae,Rhizophora,T,7
9998,1-And-638,92.46770231000,10.53464675000,Aglaia oligophylla,Meliaceae,Littoral Swamp,T,1
7895,1-And-531,92.79564025000,12.90798919000,Aglaia oligophylla,Meliaceae,Mangrove,T,1
8788,1-And-606,92.50716667000,10.51374617000,Aglaia spectabilis,Meliaceae,Littoral Swamp,T,10
8796,1-And-606,92.50716667000,10.51374617000,Aglaia spectabilis,Meliaceae,Littoral Swamp,T,30
3639,1-And-31,92.80278045000,12.13192262000,Aglaia spectabilis,Meliaceae,Mangrove,T,31
4409,1-And-348,92.64855556000,11.64400000000,Aglaia spectabilis,Meliaceae,Mangrove,T,1
4552,1-And-355,92.61352778000,11.69780556000,Aglaia spectabilis,Meliaceae,Mangrove,T,2
5325,1-And-386,92.72400000000,12.10219444000,Aglaia spectabilis,Meliaceae,Mangrove,T,1
59405,1-Nic-520,93.85222222000,6.81827777800,Aglaonema simplex,Araceae,Littoral Swamp,H,3
3999,1-And-328,92.53766667000,11.58425000000,Albizia chinensis,Fabaceae,Rhizophora,T,1
1618,1-And-219,92.87647222000,12.88469444000,Albizia lebbeck,Fabaceae,Mangrove,T,1
4434,1-And-348,92.64855556000,11.64400000000,Albizia lebbeck,Fabaceae,Mangrove,T,1
7896,1-And-531,92.79564025000,12.90798919000,Albizia lebbeck,Fabaceae,Mangrove,T,1
784,1-And-126,93.04730429000,11.83915955000,Albizia lebbeck,Fabaceae,Rhizophora,T,1
803,1-And-126,93.04730429000,11.83915955000,Albizia lebbeck,Mimosaceae,Rhizophora,T,6
4426,1-And-348,92.64855556000,11.64400000000,Albizia saman,Mimosaceae,Mangrove,T,1
59449,1-Nic-523,93.39619178000,7.99573101200,Allophylus cobbe,Sapindaceae,Littoral Swamp,S,1
59454,1-Nic-523,93.39619178000,7.99573101200,Allophylus cobbe,Sapindaceae,Littoral Swamp,S,1
59509,1-Nic-55,92.78252778000,12.25444444000,Alstonia kurzii,Apocynaceae,Syzigium swamp,T,1
3835,1-And-317,92.54945387000,11.56176990000,Alstonia macrophylla,Apocynaceae,Rhizophora,T,1
59548,1-Nic-56,93.64582756000,7.12103496100,Amoora aherniana,Meliaceae,Littoral Swamp,T,4
58518,1-Nic-37,93.83938545000,6.77014577400,Amoora aherniana,Meliaceae,Lowland swamp,T,1
59637,1-Nic-8,93.51222222000,8.03608333300,Anacolosa frutescens,Olacaceae,Rhizophora,T,2
5015,1-And-371,92.73314547000,11.69898553000,Anaxagorea luzonensis,Annonaceae,Avicennia,S,1
1686,1-And-222,92.84825000000,12.86038889000,Anaxagorea luzonensis,Annonaceae,Mangrove,S,1
59406,1-Nic-520,93.85222222000,6.81827777800,Angiopteris lygodiifolia,Angiopteridaceae,Littoral Swamp,H,1
3817,1-And-316,92.54119130000,11.56309929000,Antiaris toxicaria,Moraceae,Rhizophora,T,1
3883,1-And-321,92.59138889000,11.56805556000,Antiaris toxicaria,Moraceae,Rhizophora,T,1
4349,1-And-343,92.62808459000,11.43994305000,Antiaris toxicaria,Moraceae,Rhizophora,T,1
4456,1-And-35,92.59400299000,11.97354753000,Antidesma acuminatum,Euphorbiaceae,Mangrove,T,4
58593,1-Nic-41,93.91160813000,7.03262721400,Aporosa villosa,Euphorbiaceae,Littoral Swamp,T,1
58603,1-Nic-42,93.91141369000,7.03259943700,Aporosa villosa,Euphorbiaceae,Littoral Swamp,T,1
58627,1-Nic-42,93.91141369000,7.03259943700,Aporosa villosa,Euphorbiaceae,Littoral Swamp,T,4
59556,1-Nic-56,93.64582756000,7.12103496100,Aporosa villosa,Euphorbiaceae,Littoral Swamp,T,6
58647,1-Nic-43,93.90684509000,7.02976304000,Aporosa villosa,Euphorbiaceae,Lowland swamp,T,1
58657,1-Nic-43,93.90684509000,7.02976304000,Aporosa villosa,Euphorbiaceae,Lowland swamp,T,1
58604,1-Nic-42,93.91141369000,7.03259943700,Ardisia solanacea,Myrsinaceae,Littoral Swamp,S,1
59378,1-Nic-520,93.85222222000,6.81827777800,Ardisia solanacea,Myrsinaceae,Littoral Swamp,S,1
59394,1-Nic-520,93.85222222000,6.81827777800,Ardisia solanacea,Myrsinaceae,Littoral Swamp,S,1
58528,1-Nic-37,93.83938545000,6.77014577400,Ardisia solanacea,Myrsinaceae,Lowland swamp,S,2
58648,1-Nic-43,93.90684509000,7.02976304000,Ardisia solanacea,Myrsinaceae,Lowland swamp,S,1
5340,1-And-386,92.72400000000,12.10219444000,Areca triandra,Arecaceae,Mangrove,T,2
4015,1-And-328,92.53766667000,11.58425000000,Areca triandra,Arecaceae,Rhizophora,T,1
59626,1-Nic-8,93.51222222000,8.03608333300,Areca triandra,Arecaceae,Rhizophora,T,1
59531,1-Nic-55,92.78252778000,12.25444444000,Aristolochia jackii,Aristolochiaceae,Syzigium swamp,C,1
8748,1-And-604,92.53820467000,10.53271642000,Artocarpus chaplasha,Moraceae,Littoral Swamp,T,6
785,1-And-126,93.04730429000,11.83915955000,Artocarpus gomezianus,Moraceae,Rhizophora,T,1
7897,1-And-531,92.79564025000,12.90798919000,Artocarpus lakoocha,Moraceae,Mangrove,T,1
804,1-And-126,93.04730429000,11.83915955000,Artocarpus lakoocha,Moraceae,Rhizophora,T,4
5326,1-And-386,92.72400000000,12.10219444000,Astragalus hamosus,Polygalaceae,Mangrove,H,1
4713,1-And-36,92.76055556000,12.15152778000,Astragalus hamosus,Polygalaceae,Rhizophora,H,8
5446,1-And-39,93.86184804000,6.81914054000,Astragalus hamosus,Polygalaceae,Rhizophora,H,2
58649,1-Nic-43,93.90684509000,7.02976304000,Atalantia monophylla,Rutaceae,Lowland swamp,T,1
58658,1-Nic-43,93.90684509000,7.02976304000,Atalantia monophylla,Rutaceae,Lowland swamp,T,4
1629,1-And-219,92.87647222000,12.88469444000,Atalantia monophylla,Rutaceae,Mangrove,T,8
4980,1-And-37,93.83938545000,6.77014577400,Atalantia monophylla,Rutaceae,Rhizophora,T,1
4991,1-And-37,93.83938545000,6.77014577400,Atalantia monophylla,Rutaceae,Rhizophora,T,6
5437,1-And-39,93.86184804000,6.81914054000,Atalantia monophylla,Rutaceae,Rhizophora,T,8
5447,1-And-39,93.86184804000,6.81914054000,Atalantia monophylla,Rutaceae,Rhizophora,T,16
10361,1-And-71,92.75241667000,12.24408333000,Atalantia monophylla,Rutaceae,Rhizophora,T,6
59520,1-Nic-55,92.78252778000,12.25444444000,Atalantia monophylla,Rutaceae,Syzigium swamp,T,4
2918,1-And-268,92.94947222000,12.61830556000,Avicennia marina,Avicenniaceae,Mangrove,T,1
2919,1-And-268,92.94947222000,12.61830556000,Avicennia marina,Avicenniaceae,Mangrove,T,1
3647,1-And-310,92.71202853000,11.79844243000,Avicennia marina,Avicenniaceae,Xylocarpus,T,1
2472,1-And-249,92.85000000000,12.49930556000,Avicennia officinalis,Avicenniaceae,Mangrove,T,1
3333,1-And-29,92.80900556000,12.13426635000,Avicennia officinalis,Avicenniaceae,Mangrove,T,1
3369,1-And-292,92.77127778000,12.33475000000,Avicennia officinalis,Avicenniaceae,Mangrove,T,1
3372,1-And-293,93.08669305000,12.24518081000,Avicennia officinalis,Avicenniaceae,Mangrove,T,1
3376,1-And-294,92.78981826000,12.32293373000,Avicennia officinalis,Avicenniaceae,Mangrove,T,1
4078,1-And-332,92.73085990000,11.55975605000,Avicennia officinalis,Avicenniaceae,Mangrove,T,1
3648,1-And-310,92.71202853000,11.79844243000,Avicennia officinalis,Avicenniaceae,Xylocarpus,T,1
4539,1-And-355,92.61352778000,11.69780556000,Baccaurea ramiflora,Euphorbiaceae,Mangrove,T,1
8653,1-And-601,92.57286111000,10.80094665000,Bambusa schizostachyoides,Rubiaceae,Littoral Swamp,S,6
1622,1-And-219,92.87647222000,12.88469444000,Bambusa schizostachyoides,Poaceae,Mangrove,S,5
1628,1-And-219,92.87647222000,12.88469444000,Bambusa schizostachyoides,Poaceae,Mangrove,S,233
9177,1-And-617,92.59197456000,10.67945188000,Barleria prionitis,Acanthaceae,Littoral Swamp,S,3
8753,1-And-605,92.48701650000,10.51861259000,Barringtonia asiatica,Lecithydaceae,Littoral Swamp,T,1
8826,1-And-608,92.42000365000,10.60898788000,Barringtonia asiatica,Lecithydaceae,Littoral Swamp,T,1
8841,1-And-608,92.42000365000,10.60898788000,Barringtonia asiatica,Lecithydaceae,Littoral Swamp,T,15
8849,1-And-608,92.42000365000,10.60898788000,Barringtonia asiatica,Lecithydaceae,Littoral Swamp,T,10
8966,1-And-612,92.46378793000,10.85941388000,Barringtonia asiatica,Lecithydaceae,Littoral Swamp,T,1
8977,1-And-612,92.46378793000,10.85941388000,Barringtonia asiatica,Lecithydaceae,Littoral Swamp,T,8
9165,1-And-617,92.59197456000,10.67945188000,Barringtonia asiatica,Lecithydaceae,Littoral Swamp,T,1
58590,1-Nic-41,93.91160813000,7.03262721400,Barringtonia pendula,Barringtoniaceae,Littoral Swamp,T,1
59379,1-Nic-520,93.85222222000,6.81827777800,Barringtonia pendula,Lecithydaceae,Littoral Swamp,T,1
59541,1-Nic-56,93.64582756000,7.12103496100,Barringtonia pendula,Lecithydaceae,Littoral Swamp,T,1
59493,1-Nic-54,93.33388889000,7.94811111100,Barringtonia pendula,Lecithydaceae,Rhizophora,T,1
59501,1-Nic-54,93.33388889000,7.94811111100,Barringtonia pendula,Lecithydaceae,Rhizophora,T,1
808,1-And-127,93.04662982000,11.83894308000,Barringtonia racemosa,Barringtoniaceae,Rhizophora,T,1
59618,1-Nic-8,93.51222222000,8.03608333300,Barringtonia racemosa,Barringtoniaceae,Rhizophora,T,1
59500,1-Nic-54,93.33388889000,7.94811111100,Bauhinia stipularis,Caesalpiniaceae,Rhizophora,C,1
5419,1-And-39,93.86184804000,6.81914054000,Bischofia javanica,Euphorbiaceae,Rhizophora,T,1
59557,1-Nic-56,93.64582756000,7.12103496100,Blumeodendron kurzii,Euphorbiaceae,Littoral Swamp,T,3
8712,1-And-603,92.54334435000,10.53684878000,Bombax insigne,Bombacaceae,Littoral Swamp,T,1
8761,1-And-605,92.48701650000,10.51861259000,Bombax insigne,Bombacaceae,Littoral Swamp,T,1
7898,1-And-531,92.79564025000,12.90798919000,Bombax insigne,Bombacaceae,Mangrove,T,1
770,1-And-126,93.04730429000,11.83915955000,Bombax insigne,Bombacaceae,Rhizophora,T,1
58605,1-Nic-42,93.91141369000,7.03259943700,Bouea oppositifolia,Anacardiaceae,Littoral Swamp,T,1
58628,1-Nic-42,93.91141369000,7.03259943700,Bouea oppositifolia,Anacardiaceae,Littoral Swamp,T,1
59380,1-Nic-520,93.85222222000,6.81827777800,Bouea oppositifolia,Anacardiaceae,Littoral Swamp,T,1
59395,1-Nic-520,93.85222222000,6.81827777800,Bouea oppositifolia,Anacardiaceae,Littoral Swamp,T,1
59558,1-Nic-56,93.64582756000,7.12103496100,Bouea oppositifolia,Anacardiaceae,Littoral Swamp,T,3
5327,1-And-386,92.72400000000,12.10219444000,Bouea oppositifolia,Anacardiaceae,Mangrove,T,1
4350,1-And-343,92.62808459000,11.43994305000,Bouea oppositifolia,Anacardiaceae,Rhizophora,T,1
4961,1-And-37,93.83938545000,6.77014577400,Bouea oppositifolia,Anacardiaceae,Rhizophora,T,1
10338,1-And-71,92.75241667000,12.24408333000,Bouea oppositifolia,Anacardiaceae,Rhizophora,T,1
59627,1-Nic-8,93.51222222000,8.03608333300,Breynia racemosa,Boraginaceae,Rhizophora,S,1
8699,1-And-603,92.54334435000,10.53684878000,Breynia retusa,Euphorbiaceae,Littoral Swamp,T,1
8719,1-And-603,92.54334435000,10.53684878000,Breynia vitis-idaea,Euphorbiaceae,Littoral Swamp,S,4
59408,1-Nic-520,93.85222222000,6.81827777800,Bridelia cinnamomea,Euphorbiaceae,Littoral Swamp,C,1
58858,1-Nic-502,93.86255556000,6.81638888900,Bridelia ovata,Euphorbiaceae,Littoral Swamp,T,1
58519,1-Nic-37,93.83938545000,6.77014577400,Bridelia ovata,Euphorbiaceae,Lowland swamp,T,1
58520,1-Nic-37,93.83938545000,6.77014577400,Bridelia tomentosa,Euphorbiaceae,Lowland swamp,S,1
2947,1-And-27,92.81229143000,12.12951578000,Bruguiera parviflora,Rhizophoraceae,Mangrove,T,1
2960,1-And-271,92.90600318000,12.47295168000,Bruguiera parviflora,Rhizophoraceae,Mangrove,T,1
3373,1-And-293,93.08669305000,12.24518081000,Bruguiera parviflora,Rhizophoraceae,Mangrove,T,1
3377,1-And-294,92.78981826000,12.32293373000,Bruguiera parviflora,Rhizophoraceae,Mangrove,T,1
59532,1-Nic-55,92.78252778000,12.25444444000,Bulbophyllum flabellum-veneris,Orchidaceae,Syzigium swamp,H,1
59639,1-Nic-8,93.51222222000,8.03608333300,Caesalpinia bonduc,Caesalpiniaceae,Rhizophora,C,1
58598,1-Nic-41,93.91160813000,7.03262721400,Caesalpinia crista,Caesalpiniaceae,Littoral Swamp,C,1
59569,1-Nic-56,93.64582756000,7.12103496100,Caesalpinia crista,Caesalpiniaceae,Littoral Swamp,C,1
58670,1-Nic-43,93.90684509000,7.02976304000,Caesalpinia crista,Caesalpiniaceae,Lowland swamp,C,1
3094,1-And-28,92.81527204000,12.13209656000,Caesalpinia crista,Caesalpiniaceae,Rhizophora,C,10
3093,1-And-28,92.81527204000,12.13209656000,Caesalpinia crista,Fabaceae,Rhizophora,C,5
59533,1-Nic-55,92.78252778000,12.25444444000,Caesalpinia crista,Caesalpiniaceae,Syzigium swamp,C,2
10013,1-And-638,92.46770231000,10.53464675000,Caesalpinia jayabo,Caesalpiniaceae,Littoral Swamp,S,5
8867,1-And-609,92.38872222000,10.78155556000,Caesalpinia jayabo,Caesalpiniaceae,Mangrove,S,4
3090,1-And-28,92.81527204000,12.13209656000,Caesalpinia jayabo,Caesalpiniaceae,Rhizophora,S,5
8958,1-And-611,92.39313889000,10.77886111000,Caesalpinia jayabo,Caesalpiniaceae,Rhizophora,S,8
8850,1-And-608,92.42000365000,10.60898788000,Calamus andamanicus,Arecaceae,Littoral Swamp,C,3
8851,1-And-608,92.42000365000,10.60898788000,Calamus andamanicus,Arecaceae,Littoral Swamp,C,3
8742,1-And-604,92.53820467000,10.53271642000,Calamus andamanicus,Arecaceae,Littoral Swamp,C,2
8768,1-And-605,92.48701650000,10.51861259000,Calamus andamanicus,Arecaceae,Littoral Swamp,C,2
8789,1-And-606,92.50716667000,10.51374617000,Calamus andamanicus,Arecaceae,Littoral Swamp,C,30
8794,1-And-606,92.50716667000,10.51374617000,Calamus andamanicus,Arecaceae,Littoral Swamp,C,2
8827,1-And-608,92.42000365000,10.60898788000,Calamus andamanicus,Arecaceae,Littoral Swamp,C,1
800,1-And-126,93.04730429000,11.83915955000,Calamus andamanicus,Arecaceae,Rhizophora,C,6
4360,1-And-343,92.62808459000,11.43994305000,Calamus andamanicus,Arecaceae,Rhizophora,C,1
4988,1-And-37,93.83938545000,6.77014577400,Calamus andamanicus,Arecaceae,Rhizophora,C,4
5443,1-And-39,93.86184804000,6.81914054000,Calamus andamanicus,Arecaceae,Rhizophora,C,7
59625,1-Nic-8,93.51222222000,8.03608333300,Calamus andamanicus,Arecaceae,Rhizophora,C,12
58591,1-Nic-41,93.91160813000,7.03262721400,Calamus dilaceratus,Arecaceae,Littoral Swamp,C,6
58625,1-Nic-42,93.91141369000,7.03259943700,Calamus dilaceratus,Arecaceae,Littoral Swamp,C,5
59549,1-Nic-56,93.64582756000,7.12103496100,Calamus dilaceratus,Arecaceae,Littoral Swamp,C,2
5341,1-And-386,92.72400000000,12.10219444000,Calamus longisetus,Arecaceae,Mangrove,C,1
3905,1-And-321,92.59138889000,11.56805556000,Calamus longisetus,Arecaceae,Rhizophora,C,1
59550,1-Nic-56,93.64582756000,7.12103496100,Calamus nicobaricus,Arecaceae,Littoral Swamp,C,1
5010,1-And-371,92.73314547000,11.69898553000,Calamus palustris,Arecaceae,Avicennia,T,3
59392,1-Nic-520,93.85222222000,6.81827777800,Calamus palustris,Arecaceae,Littoral Swamp,T,3
59551,1-Nic-56,93.64582756000,7.12103496100,Calamus palustris,Arecaceae,Littoral Swamp,T,7
1677,1-And-221,92.85019444000,12.86419444000,Calamus palustris,Arecaceae,Mangrove,T,1
4435,1-And-348,92.64855556000,11.64400000000,Calamus palustris,Arecaceae,Mangrove,T,1
518,1-And-118,93.05612671000,11.84197222000,Calamus palustris,Arecaceae,Rhizophora,T,5
529,1-And-118,93.05612671000,11.84197222000,Calamus palustris,Arecaceae,Rhizophora,T,5
59517,1-Nic-55,92.78252778000,12.25444444000,Calamus palustris,Arecaceae,Syzigium swamp,T,1
58642,1-Nic-42,93.91141369000,7.03259943700,Calamus pseudorivalis,Arecaceae,Littoral Swamp,C,1
59409,1-Nic-520,93.85222222000,6.81827777800,Calamus pseudorivalis,Arecaceae,Littoral Swamp,C,6
59570,1-Nic-56,93.64582756000,7.12103496100,Calamus pseudorivalis,Arecaceae,Littoral Swamp,C,4
3350,1-And-29,92.80900556000,12.13426635000,Calamus pseudorivalis,Arecaceae,Mangrove,C,2
519,1-And-118,93.05612671000,11.84197222000,Calamus pseudorivalis,Arecaceae,Rhizophora,C,8
786,1-And-126,93.04730429000,11.83915955000,Calamus pseudorivalis,Arecaceae,Rhizophora,C,6
3874,1-And-320,92.59136111000,11.56811111000,Calamus pseudorivalis,Arecaceae,Rhizophora,C,14
4981,1-And-37,93.83938545000,6.77014577400,Calamus pseudorivalis,Arecaceae,Rhizophora,C,3
5438,1-And-39,93.86184804000,6.81914054000,Calamus pseudorivalis,Arecaceae,Rhizophora,C,7
5011,1-And-371,92.73314547000,11.69898553000,Calamus viminalis,Arecaceae,Avicennia,S,2
58592,1-Nic-41,93.91160813000,7.03262721400,Calamus viminalis,Arecaceae,Littoral Swamp,S,5
58626,1-Nic-42,93.91141369000,7.03259943700,Calamus viminalis,Arecaceae,Littoral Swamp,S,4
3897,1-And-321,92.59138889000,11.56805556000,Calamus viminalis,Arecaceae,Rhizophora,S,2
3906,1-And-321,92.59138889000,11.56805556000,Calamus viminalis,Arecaceae,Rhizophora,S,6
4351,1-And-343,92.62808459000,11.43994305000,Calamus viminalis,Arecaceae,Rhizophora,S,2
8639,1-And-601,92.57286111000,10.80094665000,Calophyllum inophyllum,Clusiaceae,Littoral Swamp,T,1
8754,1-And-605,92.48701650000,10.51861259000,Calophyllum inophyllum,Clusiaceae,Littoral Swamp,T,1
8828,1-And-608,92.42000365000,10.60898788000,Calophyllum inophyllum,Clusiaceae,Littoral Swamp,T,1
8842,1-And-608,92.42000365000,10.60898788000,Calophyllum inophyllum,Clusiaceae,Littoral Swamp,T,3
8852,1-And-608,92.42000365000,10.60898788000,Calophyllum inophyllum,Clusiaceae,Littoral Swamp,T,2
8967,1-And-612,92.46378793000,10.85941388000,Calophyllum inophyllum,Clusiaceae,Littoral Swamp,T,1
8978,1-And-612,92.46378793000,10.85941388000,Calophyllum inophyllum,Clusiaceae,Littoral Swamp,T,150
8984,1-And-612,92.46378793000,10.85941388000,Calophyllum inophyllum,Clusiaceae,Littoral Swamp,T,10
9166,1-And-617,92.59197456000,10.67945188000,Calophyllum inophyllum,Clusiaceae,Littoral Swamp,T,1
9187,1-And-617,92.59197456000,10.67945188000,Calophyllum inophyllum,Clusiaceae,Littoral Swamp,T,14
58606,1-Nic-42,93.91141369000,7.03259943700,Calophyllum inophyllum,Clusiaceae,Littoral Swamp,T,1
58529,1-Nic-37,93.83938545000,6.77014577400,Calophyllum inophyllum,Clusiaceae,Lowland swamp,T,4
58659,1-Nic-43,93.90684509000,7.02976304000,Calophyllum inophyllum,Clusiaceae,Lowland swamp,T,2
4540,1-And-355,92.61352778000,11.69780556000,Calophyllum inophyllum,Clusiaceae,Mangrove,T,1
520,1-And-118,93.05612671000,11.84197222000,Calophyllum inophyllum,Clusiaceae,Rhizophora,T,1
787,1-And-126,93.04730429000,11.83915955000,Calophyllum inophyllum,Clusiaceae,Rhizophora,T,7
3091,1-And-28,92.81527204000,12.13209656000,Calophyllum inophyllum,Clusiaceae,Rhizophora,T,3
8700,1-And-603,92.54334435000,10.53684878000,Calophyllum soualattri,Clusiaceae,Littoral Swamp,T,1
4410,1-And-348,92.64855556000,11.64400000000,Canarium euphyllum,Burseraceae,Mangrove,T,1
7899,1-And-531,92.79564025000,12.90798919000,Canarium euphyllum,Burseraceae,Mangrove,T,1
3884,1-And-321,92.59138889000,11.56805556000,Canarium euphyllum,Burseraceae,Rhizophora,T,1
4962,1-And-37,93.83938545000,6.77014577400,Canarium euphyllum,Burseraceae,Rhizophora,T,1
9999,1-And-638,92.46770231000,10.53464675000,Canarium strictum,Burseraceae,Littoral Swamp,T,1
58643,1-Nic-42,93.91141369000,7.03259943700,Canthium glabrum,Rubiaceae,Littoral Swamp,T,20
5001,1-And-371,92.73314547000,11.69898553000,Carex cryptostachys,Cyperaceae,Avicennia,H,5
3634,1-And-31,92.80278045000,12.13192262000,Carex cryptostachys,Cyperaceae,Mangrove,H,1
5428,1-And-39,93.86184804000,6.81914054000,Carex cryptostachys,Cyperaceae,Rhizophora,H,29
8640,1-And-601,92.57286111000,10.80094665000,Caryota mitis,Arecaceae,Littoral Swamp,T,1
9167,1-And-617,92.59197456000,10.67945188000,Caryota mitis,Arecaceae,Littoral Swamp,T,1
58629,1-Nic-42,93.91141369000,7.03259943700,Caryota mitis,Arecaceae,Littoral Swamp,T,1
1623,1-And-219,92.87647222000,12.88469444000,Caryota mitis,Arecaceae,Mangrove,T,1
4436,1-And-348,92.64855556000,11.64400000000,Caryota mitis,Arecaceae,Mangrove,T,4
4441,1-And-348,92.64855556000,11.64400000000,Caryota mitis,Arecaceae,Mangrove,T,6
4553,1-And-355,92.61352778000,11.69780556000,Caryota mitis,Arecaceae,Mangrove,T,1
5342,1-And-386,92.72400000000,12.10219444000,Caryota mitis,Arecaceae,Mangrove,T,1
788,1-And-126,93.04730429000,11.83915955000,Caryota mitis,Arecaceae,Rhizophora,T,6
801,1-And-126,93.04730429000,11.83915955000,Caryota mitis,Arecaceae,Rhizophora,T,6
3875,1-And-320,92.59136111000,11.56811111000,Caryota mitis,Arecaceae,Rhizophora,T,4
3898,1-And-321,92.59138889000,11.56805556000,Caryota mitis,Arecaceae,Rhizophora,T,9
4352,1-And-343,92.62808459000,11.43994305000,Caryota mitis,Arecaceae,Rhizophora,T,1
10357,1-And-71,92.75241667000,12.24408333000,Caryota mitis,Arecaceae,Rhizophora,T,6
8941,1-And-611,92.39313889000,10.77886111000,Casuarina equisetifolia,Casurinaceae,Rhizophora,T,1
8952,1-And-611,92.39313889000,10.77886111000,Casuarina equisetifolia,Casurinaceae,Rhizophora,T,5
4011,1-And-328,92.53766667000,11.58425000000,Cayratia japonica,Vitaceae,Rhizophora,C,1
8722,1-And-603,92.54334435000,10.53684878000,Celtis philippensis,Ulmaceae,Littoral Swamp,T,6
8728,1-And-604,92.53820467000,10.53271642000,Celtis philippensis,Ulmaceae,Littoral Swamp,T,1
7900,1-And-531,92.79564025000,12.90798919000,Celtis philippensis,Ulmaceae,Mangrove,T,1
58671,1-Nic-43,93.90684509000,7.02976304000,Celtis timorensis,Ulmaceae,Lowland swamp,T,1
4411,1-And-348,92.64855556000,11.64400000000,Celtis timorensis,Ulmaceae,Mangrove,T,1
4541,1-And-355,92.61352778000,11.69780556000,Celtis timorensis,Ulmaceae,Mangrove,T,1
4554,1-And-355,92.61352778000,11.69780556000,Celtis timorensis,Ulmaceae,Mangrove,T,1
5328,1-And-386,92.72400000000,12.10219444000,Celtis timorensis,Ulmaceae,Mangrove,T,1
4444,1-And-348,92.64855556000,11.64400000000,Celtis timorensis,Urticaceae,Mangrove,T,4
501,1-And-118,93.05612671000,11.84197222000,Celtis timorensis,Ulmaceae,Rhizophora,T,1
521,1-And-118,93.05612671000,11.84197222000,Celtis timorensis,Ulmaceae,Rhizophora,T,4
789,1-And-126,93.04730429000,11.83915955000,Celtis timorensis,Ulmaceae,Rhizophora,T,3
